,State_Name,County_Name,"Mining, quarrying, and oil and gas extraction"
2426,Iowa,Ringgold,9619.0
2427,Maryland,Calvert,9612.0
2428,Virginia,Prince Edward,9595.0
2429,Missouri,Cedar,9556.0
2430,Wisconsin,Iron,9529.0
2431,Kansas,Smith,9374.0
2432,Florida,Calhoun,9262.0
2433,West Virginia,Hardy,9250.0
2434,Mississippi,Leake,9052.0
2435,North Carolina,Lenoir,9044.0
2436,Florida,Liberty,9030.0
2437,Iowa,Warren,8961.0
2438,Texas,Lamar,8923.0
2439,Minnesota,Lyon,8883.0
2440,Oklahoma,Delaware,8855.0
2441,Georgia,Berrien,8829.0
2442,Idaho,Madison,8815.0
2443,New Mexico,Hidalgo,8806.0
2444,Missouri,Carter,8665.0
2445,Virginia,Northumberland,8616.0
2446,Washington,Lincoln,8571.0
2447,Mississippi,Noxubee,8562.0
2448,South Dakota,Dewey,8535.0
2449,Missouri,Morgan,8417.0
2450,South Carolina,Beaufort,8318.0
2451,Arkansas,Mississippi,8290.0
2452,South Dakota,Meade,8268.0
2453,Mississippi,Lee,8203.0
2454,Mississippi,Leflore,8151.0
2455,Nebraska,Morrill,8131.0
2456,Wisconsin,Buffalo,8042.0
2457,Wisconsin,Marquette,7986.0
2458,Missouri,New Madrid,7917.0
2459,Kentucky,Cumberland,7885.0
2460,Ohio,Fayette,7764.0
2461,Missouri,Dallas,7555.0
2462,Nebraska,Dakota,7522.0
2463,Michigan,Van Buren,7480.0
2464,Minnesota,Chippewa,7415.0
2465,Illinois,Cumberland,7326.0
2466,Nebraska,Hayes,7244.0
2467,Alabama,Henry,7140.0
2468,North Carolina,Hoke,7069.0
2469,Nevada,Carson City,7016.0
2470,Nebraska,Butler,6973.0
2471,Florida,DeSoto,6973.0
2472,Nebraska,Chase,6966.0
2473,Maryland,Baltimore City,6966.0
2474,Alabama,Chambers,6959.0
2475,Tennessee,Lincoln,6944.0
2476,Montana,Carter,6936.0
2477,Kentucky,Nicholas,6734.0
2478,Kentucky,Elliott,6726.0
2479,Iowa,O'Brien,6714.0
2480,Iowa,Taylor,6712.0
2481,New York,Hamilton,6640.0
2482,South Dakota,Marshall,6566.0
2483,Montana,McCone,6566.0
2484,Minnesota,Kittson,6546.0
2485,Georgia,Crisp,6516.0
2486,Mississippi,Montgomery,6514.0
2487,Nebraska,Thayer,6493.0
2488,Kentucky,Mason,6490.0
2489,Kentucky,Monroe,6478.0
2490,Mississippi,Harrison,6430.0
2491,Montana,Powell,6430.0
2492,Colorado,Gilpin,6362.0
2493,Nebraska,Sheridan,6359.0
2494,Michigan,Ionia,6358.0
2495,Georgia,Dodge,6348.0
2496,North Carolina,Haywood,6302.0
2497,Wisconsin,Shawano,6208.0
2498,Minnesota,Freeborn,6195.0
2499,Illinois,Ford,6020.0
2500,Michigan,St. Joseph,6010.0
2501,Nebraska,Furnas,5937.0
2502,Georgia,Wilkes,5931.0
2503,Idaho,Gooding,5884.0
2504,Missouri,Ozark,5876.0
2505,Nebraska,Fillmore,5858.0
2506,Georgia,Liberty,5776.0
2507,Illinois,Pope,5728.0
2508,Vermont,Orleans,5668.0
2509,Maine,Penobscot,5615.0
2510,Illinois,Brown,5598.0
2511,Tennessee,Roane,5593.0
2512,Virginia,Grayson,5587.0
2513,Illinois,De Witt,5570.0
2514,Wisconsin,Richland,5547.0
2515,Kansas,Jackson,5477.0
2516,South Carolina,Williamsburg,5444.0
2517,South Dakota,Tripp,5441.0
2518,New York,Richmond,5437.0
2519,Illinois,Jersey,5386.0
2520,Nebraska,Boyd,5380.0
2521,Tennessee,Hardeman,5369.0
2522,West Virginia,Monroe,5332.0
2523,Idaho,Teton,5302.0
2524,Tennessee,Fayette,5298.0
2525,Kentucky,Todd,5273.0
2526,Iowa,Franklin,5214.0
2527,Iowa,Guthrie,5195.0
2528,Iowa,Mahaska,5161.0
2529,Idaho,Boundary,5153.0
2530,North Carolina,Dare,5121.0
2531,South Dakota,Sully,5043.0
2532,Wisconsin,Sawyer,5028.0
2533,Kansas,Washington,5006.0
2534,Michigan,Dickinson,4929.0
2535,New York,Franklin,4868.0
2536,Washington,Benton,4842.0
2537,New Mexico,Guadalupe,4837.0
2538,Arkansas,Hempstead,4778.0
2539,Mississippi,Pontotoc,4764.0
2540,New York,Lewis,4727.0
2541,Iowa,Winnebago,4708.0
2542,Arkansas,Randolph,4701.0
2543,Kentucky,Marshall,4610.0
2544,Montana,Daniels,4597.0
2545,North Dakota,Ransom,4582.0
2546,Florida,Union,4572.0
2547,Georgia,Franklin,4572.0
2548,Mississippi,George,4558.0
2549,Indiana,Jefferson,4442.0
2550,Illinois,Massac,4425.0
2551,Maine,Lincoln,4382.0
2552,Arkansas,Clark,4377.0
2553,North Carolina,Clay,4361.0
2554,Alaska,Kodiak Island,4325.0
2555,New Mexico,Catron,4315.0
2556,North Carolina,Northampton,4279.0
2557,Kansas,Marshall,4258.0
2558,North Carolina,Avery,4247.0
2559,Virginia,Smyth,4228.0
2560,South Dakota,Stanley,4218.0
2561,Nebraska,Platte,4172.0
2562,Mississippi,Claiborne,4172.0
2563,North Dakota,Cavalier,4164.0
2564,Kansas,Brown,4141.0
2565,Georgia,Gordon,4089.0
2566,Montana,Garfield,4086.0
2567,Nebraska,Frontier,4071.0
2568,Wisconsin,Forest,4023.0
2569,Montana,Judith Basin,4009.0
2570,Georgia,Harris,3913.0
2571,Washington,Asotin,3897.0
2572,Nebraska,Keith,3890.0
2573,Vermont,Essex,3888.0
2574,North Dakota,Kidder,3854.0
2575,Texas,Swisher,3753.0
2576,Florida,Franklin,3710.0
2577,North Carolina,Granville,3705.0
2578,Iowa,Boone,3666.0
2579,Arkansas,Fulton,3658.0
2580,Mississippi,Neshoba,3636.0
2581,Minnesota,Pope,3632.0
2582,North Carolina,Duplin,3632.0
2583,Georgia,Atkinson,3627.0
2584,New York,Yates,3620.0
2585,Kentucky,Spencer,3561.0
2586,Nebraska,Deuel,3520.0
2587,Nebraska,Harlan,3446.0
2588,Georgia,Grady,3433.0
2589,Alabama,Hale,3348.0
2590,Texas,Floyd,3348.0
2591,Virginia,Highland,3324.0
2592,Wyoming,Goshen,3318.0
2593,Mississippi,Newton,3309.0
2594,Georgia,Chattooga,3292.0
2595,Ohio,Madison,3237.0
2596,Idaho,Minidoka,3193.0
2597,Massachusetts,Dukes,3173.0
2598,Texas,Donley,3122.0
2599,Virginia,Orange,3079.0
2600,Nebraska,Antelope,3079.0
2601,Kansas,Jewell,3037.0
2602,Texas,Presidio,2977.0
2603,Arkansas,Marion,2934.0
2604,Alaska,Bristol Bay,2915.0
2605,Indiana,Ohio,2914.0
2606,Missouri,St. Clair,2885.0
2607,Colorado,Otero,2854.0
2608,Minnesota,Martin,2791.0
2609,Florida,Madison,2769.0
2610,Minnesota,Brown,2748.0
2611,Virginia,Bedford County,2739.0
2612,Michigan,Luce,2726.0
2613,Texas,Mills,2722.0
2614,Wisconsin,Vilas,2707.0
2615,Tennessee,Obion,2695.0
2616,Kansas,Clay,2683.0
2617,Kentucky,Carroll,2642.0
2618,Kansas,Mitchell,2616.0
2619,Georgia,Haralson,2595.0
2620,Vermont,Grand Isle,2547.0
2621,Oklahoma,Adair,2518.0
2622,Louisiana,West Carroll,2460.0
2623,Mississippi,Grenada,2437.0
2624,South Carolina,Jasper,2430.0
2625,Minnesota,Beltrami,2429.0
2626,Minnesota,Lac qui Parle,2426.0
2627,Maine,Aroostook,2390.0
2628,Minnesota,Anoka,2358.0
2629,Iowa,Floyd,2351.0
2630,Georgia,Early,2345.0
2631,Florida,Nassau,2337.0
2632,Oregon,Grant,2332.0
2633,Idaho,Lewis,2307.0
2634,Vermont,Bennington,2260.0
2635,Montana,Wheatland,2148.0
2636,Georgia,Bacon,2143.0
2637,Wisconsin,Vernon,2136.0
2638,South Dakota,Haakon,2105.0
2639,Idaho,Jefferson,2083.0
2640,Colorado,Sedgwick,2069.0
2641,Alabama,Lauderdale,2061.0
2642,Georgia,Mitchell,2056.0
2643,Idaho,Elmore,2041.0
2644,South Dakota,Hughes,2031.0
2645,Georgia,Calhoun,1972.0
2646,Texas,Kinney,1961.0
2647,Wisconsin,Lafayette,1951.0
2648,Nebraska,Knox,1920.0
2649,Nebraska,Boone,1911.0
2650,Georgia,Webster,1903.0
2651,Georgia,Seminole,1887.0
2652,Kentucky,McCreary,1877.0
2653,Georgia,McIntosh,1864.0
2654,Maine,Franklin,1861.0
2655,Texas,Deaf Smith,1812.0
2656,South Dakota,Perkins,1802.0
2657,West Virginia,Summers,1761.0
2658,Florida,Gulf,1746.0
2659,Missouri,Dent,1745.0
2660,Florida,Wakulla,1733.0
2661,Arkansas,Searcy,1723.0
2662,Minnesota,Clearwater,1701.0
2663,South Dakota,Jerauld,1688.0
2664,Florida,Dixie,1673.0
2665,Kansas,Pottawatomie,1624.0
2666,Texas,Briscoe,1608.0
2667,Texas,Armstrong,1595.0
2668,Arkansas,Stone,1592.0
2669,South Dakota,McCook,1585.0
2670,Texas,Bailey,1578.0
2671,Kentucky,Lewis,1553.0
2672,Nebraska,Grant,1547.0
2673,South Dakota,Bon Homme,1541.0
2674,Virginia,Hampton,1533.0
2675,Maine,Somerset,1468.0
2676,South Dakota,Douglas,1465.0
2677,New Mexico,Mora,1462.0
2678,Nebraska,Cherry,1459.0
2679,Arkansas,Woodruff,1456.0
2680,Texas,Parmer,1421.0
2681,Nebraska,Brown,1415.0
2682,Missouri,Ripley,1386.0
2683,Illinois,Putnam,1364.0
2684,Nebraska,Adams,1315.0
2685,Tennessee,Van Buren,1295.0
2686,Louisiana,East Carroll,1286.0
2687,Nebraska,Nemaha,1274.0
2688,Kansas,Lincoln,1254.0
2689,North Dakota,Hettinger,1239.0
2690,New Mexico,Los Alamos,1226.0
2691,Indiana,Starke,1219.0
2692,Virginia,Portsmouth,1210.0
2693,Pennsylvania,Mifflin,1185.0
2694,Illinois,Piatt,1167.0
2695,Virginia,Westmoreland,1162.0
2696,Arkansas,Madison,1161.0
2697,Minnesota,Carver,1119.0
2698,Georgia,Tattnall,1093.0
2699,North Carolina,Bladen,1076.0
2700,North Dakota,Foster,1069.0
2701,Georgia,Montgomery,1023.0
2702,Alabama,Clay,1003.0
2703,Nebraska,Otoe,984.0
2704,Colorado,Crowley,980.0
2705,Mississippi,Tallahatchie,977.0
2706,Iowa,Jackson,945.0
2707,South Carolina,Saluda,910.0
2708,Michigan,Ontonagon,882.0
2709,Tennessee,Carroll,876.0
2710,Idaho,Butte,871.0
2711,Alabama,Coffee,866.0
2712,South Carolina,Clarendon,811.0
2713,South Dakota,Hutchinson,802.0
2714,Idaho,Washington,802.0
2715,Missouri,Macon,797.0
2716,Arkansas,Boone,783.0
2717,North Carolina,Beaufort,779.0
2718,Missouri,Dunklin,760.0
2719,South Dakota,Clay,742.0
2720,Nebraska,Hooker,736.0
2721,Indiana,Whitley,733.0
2722,North Dakota,Stutsman,727.0
2723,New Jersey,Salem,726.0
2724,Idaho,Camas,718.0
2725,Georgia,Worth,706.0
2726,Virginia,Rappahannock,701.0
2727,Tennessee,Hancock,692.0
2728,Arkansas,Chicot,665.0
2729,Nebraska,Garden,640.0
2730,Missouri,Laclede,631.0
2731,Arkansas,St. Francis,619.0
2732,Alaska,Sitka,604.0
2733,Mississippi,Sharkey,594.0
2734,Kentucky,Russell,585.0
2735,Georgia,Dade,582.0
2736,Iowa,Cedar,581.0
2737,Virginia,Accomack,571.0
2738,Iowa,Palo Alto,529.0
2739,Georgia,Banks,517.0
2740,Iowa,Tama,509.0
2741,Tennessee,Warren,497.0
2742,South Carolina,Newberry,492.0
2743,Indiana,Hancock,481.0
2744,Kentucky,McCracken,477.0
2745,South Dakota,Charles Mix,472.0
2746,Arkansas,Cleveland,461.0
2747,Nebraska,Franklin,454.0
2748,Minnesota,Norman,442.0
2749,Louisiana,Madison,441.0
2750,Virginia,Lancaster,425.0
2751,Tennessee,Meigs,422.0
2752,Kentucky,Shelby,419.0
2753,Missouri,Atchison,406.0
2754,Wisconsin,Washburn,399.0
2755,Idaho,Clark,394.0
2756,Georgia,Bulloch,384.0
2757,North Dakota,Pierce,369.0
2758,Kentucky,Kenton,356.0
2759,Texas,Jeff Davis,344.0
2760,Maine,Knox,336.0
2761,Tennessee,Jackson,330.0
2762,North Dakota,Nelson,320.0
2763,Idaho,Adams,315.0
2764,Tennessee,Henderson,315.0
2765,Kansas,Ottawa,314.0
2766,Michigan,Branch,290.0
2767,Indiana,Benton,286.0
2768,Mississippi,Webster,277.0
2769,Pennsylvania,Juniata,246.0
2770,Colorado,Custer,243.0
2771,Minnesota,Benton,242.0
2772,Mississippi,Prentiss,228.0
2773,Tennessee,Pickett,226.0
2774,Minnesota,Roseau,224.0
2775,North Carolina,Carteret,224.0
2776,Illinois,Edgar,215.0
2777,Nebraska,Perkins,211.0
2778,Mississippi,Coahoma,196.0
2779,Oregon,Wheeler,192.0
2780,Georgia,Emanuel,176.0
2781,North Carolina,Columbus,173.0
2782,New Mexico,Quay,172.0
2783,Kentucky,Lyon,171.0
2784,Georgia,Dawson,171.0
2785,Georgia,Jenkins,166.0
2786,Georgia,Camden,153.0
2787,Indiana,Tipton,152.0
2788,North Carolina,Robeson,150.0
2789,South Carolina,Darlington,149.0
2790,Georgia,White,147.0
2791,Mississippi,Benton,140.0
2792,Georgia,Burke,139.0
2793,Arkansas,Arkansas,126.0
2794,Georgia,Butts,124.0
2795,Kentucky,Larue,124.0
2796,Tennessee,Lewis,124.0
2797,Wisconsin,Ashland,124.0
2798,Michigan,Lake,104.0
2799,Virginia,Middlesex,102.0
2800,South Carolina,McCormick,99.0
2801,Nebraska,Sioux,97.0
2802,Texas,Hall,90.0
2803,Oregon,Tillamook,87.0
2804,North Dakota,Griggs,85.0
2805,Indiana,Union,80.0
2806,Illinois,Moultrie,69.0
2807,Kentucky,Marion,68.0
2808,North Carolina,Scotland,45.0
2809,Oregon,Sherman,44.0
2810,Oregon,Harney,44.0
2811,Oregon,Hood River,44.0
2812,Oregon,Wallowa,44.0
2813,North Carolina,Halifax,42.0
2814,Georgia,Coffee,42.0
2815,Virginia,New Kent,40.0
2816,South Dakota,McPherson,33.0
2817,North Carolina,Pamlico,31.0
2818,Oregon,Gilliam,31.0
2819,Georgia,Dooly,27.0
2820,Alabama,Pike,24.0
2821,Ohio,Defiance,23.0
2822,South Dakota,Aurora,21.0
2823,Mississippi,Calhoun,17.0
2824,North Carolina,Swain,16.0
2825,Arkansas,Monroe,14.0
2826,North Carolina,Person,10.0
2827,Mississippi,Tishomingo,10.0
2828,Virginia,Warren,9.0
2829,Nebraska,Kearney,5.0
2830,Mississippi,Sunflower,0.0
2831,Nebraska,Arthur,0.0
2832,Arkansas,Lee,0.0
2833,Tennessee,Lake,0.0
2834,Tennessee,Lauderdale,0.0
2835,Nebraska,Blaine,0.0
2836,North Dakota,Towner,0.0
2837,Mississippi,Union,0.0
2838,Iowa,Audubon,0.0
2839,Missouri,Adair,0.0
2840,Nebraska,Box Butte,0.0
2841,Iowa,Howard,0.0
2842,Iowa,Crawford,0.0
2843,North Carolina,Yadkin,0.0
2844,Alaska,Aleutians East,0.0
2845,North Carolina,Warren,0.0
2846,North Carolina,Tyrrell,0.0
2847,Tennessee,Haywood,0.0
2848,Alabama,Bullock,0.0
2849,Alabama,Butler,0.0
2850,North Dakota,LaMoure,0.0
2851,Wisconsin,Florence,0.0
2852,Alabama,Wilcox,0.0
2853,Arkansas,Newton,0.0
2854,Tennessee,Houston,0.0
2855,Iowa,Wayne,0.0
2856,North Dakota,Benson,0.0
2857,North Carolina,Washington,0.0
2858,Alabama,Coosa,0.0
2859,Illinois,Bond,0.0
2860,Tennessee,Chester,0.0
2861,Mississippi,Tunica,0.0
2862,Tennessee,Gibson,0.0
2863,Washington,Wahkiakum,0.0
2864,Alabama,Crenshaw,0.0
2865,Mississippi,Alcorn,0.0
2866,Kentucky,Bracken,0.0
2867,Arkansas,Phillips,0.0
2868,South Dakota,Todd,0.0
2869,Tennessee,Trousdale,0.0
2870,Iowa,Calhoun,0.0
2871,North Dakota,Logan,0.0
2872,Alaska,Kusilvak,0.0
2873,Kentucky,Carlisle,0.0
2874,North Dakota,Grant,0.0
2875,Tennessee,DeKalb,0.0
2876,North Dakota,McIntosh,0.0
2877,Montana,Treasure,0.0
2878,South Dakota,Ziebach,0.0
2879,North Dakota,Dickey,0.0
2880,Maine,Sagadahoc,0.0
2881,Kentucky,Edmonson,0.0
2882,Wisconsin,Pepin,0.0
2883,Alaska,Skagway,0.0
2884,Wisconsin,Menominee,0.0
2885,Iowa,Monona,0.0
2886,Wisconsin,Oneida,0.0
2887,Alabama,Marengo,0.0
2888,Alaska,Wrangell,0.0
2889,Minnesota,Cass,0.0
2890,Alaska,Yakutat,0.0
2891,Tennessee,Crockett,0.0
2892,Arkansas,Clay,0.0
2893,Illinois,Cass,0.0
2894,South Dakota,Union,0.0
2895,North Dakota,Sheridan,0.0
2896,North Dakota,Steele,0.0
2897,Iowa,Buena Vista,0.0
2898,Iowa,Grundy,0.0
2899,North Dakota,Emmons,0.0
2900,North Dakota,Sioux,0.0
2901,Minnesota,Cook,0.0
2902,Kentucky,Grant,0.0
2903,Arkansas,Drew,0.0
2904,Missouri,Mississippi,0.0
2905,Wisconsin,Bayfield,0.0
2906,Tennessee,Stewart,0.0
2907,Wisconsin,Juneau,0.0
2908,Tennessee,Macon,0.0
2909,Iowa,Ida,0.0
2910,Arkansas,Desha,0.0
2911,Mississippi,Bolivar,0.0
2912,Wisconsin,Adams,0.0
2913,Arkansas,Dallas,0.0
2914,Alaska,Hoonah-Angoon,0.0
2915,Arkansas,Cross,0.0
2916,Tennessee,Dyer,0.0
2917,Oklahoma,Harmon,0.0
2918,Montana,Mineral,0.0
2919,California,Alpine,0.0
2920,Nebraska,Burt,0.0
2921,Georgia,Bryan,0.0
2922,Missouri,Linn,0.0
2923,Illinois,Mercer,0.0
2924,Georgia,Ben Hill,0.0
2925,South Carolina,Hampton,0.0
2926,Georgia,Turner,0.0
2927,Georgia,Bleckley,0.0
2928,Missouri,Ralls,0.0
2929,Georgia,Brooks,0.0
2930,Georgia,Candler,0.0
2931,South Carolina,Allendale,0.0
2932,Georgia,Treutlen,0.0
2933,Georgia,Chattahoochee,0.0
2934,Georgia,Toombs,0.0
2935,Georgia,Tift,0.0
2936,Georgia,Clay,0.0
2937,Georgia,Clinch,0.0
2938,Georgia,Colquitt,0.0
2939,South Carolina,Lee,0.0
2940,North Carolina,Camden,0.0
2941,Georgia,Baker,0.0
2942,Georgia,Upson,0.0
2943,Georgia,Appling,0.0
2944,Nebraska,Seward,0.0
2945,South Carolina,Bamberg,0.0
2946,Nebraska,Sherman,0.0
2947,South Carolina,Calhoun,0.0
2948,Georgia,Ware,0.0
2949,South Carolina,Chester,0.0
2950,South Dakota,Jackson,0.0
2951,North Carolina,Chowan,0.0
2952,Nebraska,Thurston,0.0
2953,South Carolina,Dillon,0.0
2954,Nebraska,Wayne,0.0
2955,Illinois,Morgan,0.0
2956,Minnesota,Pennington,0.0
2957,Texas,Delta,0.0
2958,Nebraska,Wheeler,0.0
2959,Missouri,Lafayette,0.0
2960,South Dakota,Hyde,0.0
2961,Georgia,Terrell,0.0
2962,Georgia,Telfair,0.0
2963,Minnesota,Traverse,0.0
2964,Georgia,Lanier,0.0
2965,South Dakota,Day,0.0
2966,Georgia,Randolph,0.0
2967,Georgia,Lincoln,0.0
2968,South Dakota,Deuel,0.0
2969,South Dakota,Edmunds,0.0
2970,South Dakota,Faulk,0.0
2971,Georgia,Meriwether,0.0
2972,Georgia,Miller,0.0
2973,Georgia,Morgan,0.0
2974,Kentucky,Ballard,0.0
2975,Kentucky,Bath,0.0
2976,South Dakota,Hamlin,0.0
2977,Georgia,Peach,0.0
2978,Georgia,Pierce,0.0
2979,South Dakota,Hand,0.0
2980,Georgia,Pulaski,0.0
2981,Georgia,Putnam,0.0
2982,South Dakota,Corson,0.0
2983,South Dakota,Clark,0.0
2984,Georgia,Echols,0.0
2985,Georgia,Johnson,0.0
2986,Kentucky,Robertson,0.0
2987,Georgia,Evans,0.0
2988,Georgia,Fannin,0.0
2989,Georgia,Taliaferro,0.0
2990,Kentucky,Owen,0.0
2991,Georgia,Stewart,0.0
2992,South Dakota,Bennett,0.0
2993,Georgia,Screven,0.0
2994,Missouri,Schuyler,0.0
2995,Georgia,Schley,0.0
2996,Mississippi,Issaquena,0.0
2997,South Dakota,Buffalo,0.0
2998,Mississippi,Humphreys,0.0
2999,South Dakota,Campbell,0.0
3000,Georgia,Irwin,0.0
3001,Minnesota,Sibley,0.0
3002,Georgia,Jeff Davis,0.0
3003,Florida,Hamilton,0.0
3004,Florida,Gilchrist,0.0
3005,Minnesota,Faribault,0.0
3006,South Dakota,Moody,0.0
3007,North Carolina,Perquimans,0.0
3008,Idaho,Lincoln,0.0
3009,Virginia,Mathews,0.0
3010,Virginia,Madison,0.0
3011,Virginia,Lunenburg,0.0
3012,Minnesota,Isanti,0.0
3013,Minnesota,Jackson,0.0
3014,North Carolina,Pasquotank,0.0
3015,Kentucky,Hickman,0.0
3016,Nebraska,Saline,0.0
3017,Idaho,Jerome,0.0
3018,Georgia,Quitman,0.0
3019,Minnesota,Koochiching,0.0
3020,New Mexico,De Baca,0.0
3021,Virginia,Essex,0.0
3022,Missouri,Gentry,0.0
3023,Virginia,Cumberland,0.0
3024,Nebraska,Gosper,0.0
3025,Virginia,Northampton,0.0
3026,South Dakota,Oglala Lakota,0.0
3027,Virginia,Page,0.0
3028,Virginia,Patrick,0.0
3029,Washington,Garfield,0.0
3030,Nebraska,Custer,0.0
3031,Washington,Douglas,0.0
3032,Arkansas,Prairie,0.0
3033,North Carolina,Stokes,0.0
3034,South Dakota,Spink,0.0
3035,Idaho,Power,0.0
3036,South Dakota,Sanborn,0.0
3037,South Dakota,Potter,0.0
3038,Washington,Adams,0.0
3039,Nebraska,Dixon,0.0
3040,Minnesota,Grant,0.0
3041,Virginia,Surry,0.0
3042,Missouri,DeKalb,0.0
3043,Virginia,Richmond County,0.0
3044,North Carolina,Polk,0.0
3045,Missouri,Maries,0.0
3046,Nebraska,Greeley,0.0
3047,Nebraska,Hamilton,0.0
3048,Minnesota,Lake of the Woods,0.0
3049,Indiana,Clinton,0.0
3050,Mississippi,Marshall,0.0
3051,Michigan,Gogebic,0.0
3052,Nebraska,Nuckolls,0.0
3053,Indiana,Brown,0.0
3054,Michigan,Alger,0.0
3055,Massachusetts,Nantucket,0.0
3056,South Dakota,Jones,0.0
3057,Illinois,Stephenson,0.0
3058,Illinois,Stark,0.0
3059,Illinois,Scott,0.0
3060,Georgia,Wilcox,0.0
3061,Rhode Island,Bristol,0.0
3062,Florida,Baker,0.0
3063,South Carolina,Abbeville,0.0
3064,Minnesota,Nobles,0.0
3065,Nebraska,Rock,0.0
3066,Georgia,Wheeler,0.0
3067,North Carolina,Gates,0.0
3068,South Dakota,Kingsbury,0.0
3069,Missouri,Putnam,0.0
3070,Nebraska,McPherson,0.0
3071,North Carolina,Martin,0.0
3072,Virginia,Bath,0.0
3073,North Carolina,Jones,0.0
3074,Virginia,Amherst,0.0
3075,North Carolina,Hyde,0.0
3076,South Dakota,Miner,0.0
3077,North Carolina,Hertford,0.0
3078,South Dakota,Mellette,0.0
3079,Indiana,Fountain,0.0
3080,Minnesota,Mahnomen,0.0
3081,Nebraska,Johnson,0.0
3082,Nebraska,Keya Paha,0.0
3083,North Carolina,Greene,0.0
3084,South Dakota,Lyman,0.0
3085,Minnesota,Wadena,0.0
3086,Nebraska,Logan,0.0
3087,Nebraska,Loup,0.0
3088,Georgia,Wayne,0.0
